n,pct_correct,metric_min,metric_max,metric_median
21,0.7619047619047619,3.3866053677359105,4.190993290110399,3.98185776149046
21,0.7619047619047619,4.195623102138455,4.315714066051726,4.2614378058405435
21,0.9047619047619048,4.3216423850969985,4.442039443849904,4.372606869330493
21,0.9047619047619048,4.4518350552600765,4.548803791108472,4.504745806456359
21,0.9523809523809523,4.579876718355639,4.688873189019894,4.65713134758111
21,1.0,4.691463914193321,4.7954204993233915,4.746987867506732
21,0.9523809523809523,4.801378930512328,4.876925197876886,4.831413604749102
21,0.9523809523809523,4.877435541426312,4.950292080538027,4.895742704732811
21,0.9523809523809523,4.956340021480045,5.073226366378407,5.026020339594822
21,1.0,5.078509574107642,5.259985416603627,5.158997783030408
21,0.9047619047619048,5.26673958622672,5.5758755829049065,5.4429936813463655
21,0.7142857142857143,5.6296707507189865,7.58226823837353,5.857483678228419
