y_bin,"(1.596, 3.882]","(3.882, 5.793]","(5.793, 9.802]","(9.802, 21.55]","(21.55, 59.955]"
"(3.386, 4.364]",1.0,1.0,1.0,1.0,1.0
"(4.364, 4.671]",1.0,1.0,1.0,1.0,1.0
"(4.671, 4.88]",0.8,1.0,1.0,1.0,1.0
"(4.88, 5.182]",1.0,1.0,1.0,1.0,1.0
"(5.182, 7.582]",0.8235294117647058,0.8666666666666667,1.0,1.0,
