shift,pair_00
-180,216.46940076351166
-179,216.41798728704453
-178,216.38163208961487
-177,216.35745066404343
-176,216.34462839365005
-175,216.3412938117981
-174,216.3449194431305
-173,216.3563396334648
-172,216.37349718809128
-171,216.39449280500412
-170,216.41718113422394
-169,216.4384150505066
-168,216.4567608833313
-167,216.47236651182175
-166,216.48607993125916
-165,216.49785101413727
-164,216.50826132297516
-163,216.51919209957123
-162,216.53208261728287
-161,216.5471093058586
-160,216.56410080194473
-159,216.58214235305786
-158,216.59822809696198
-157,216.60915863513947
-156,216.61325800418854
-155,216.60936135053635
-154,216.59737634658813
-153,216.57872009277344
-152,216.55581003427505
-151,216.5306944847107
-150,216.5050340294838
-149,216.48055440187454
-148,216.4583057165146
-147,216.4391695857048
-146,216.42375534772873
-145,216.4122542142868
-144,216.405353307724
-143,216.40299475193024
-142,216.40481227636337
-141,216.41093426942825
-140,216.42195814847946
-139,216.43856519460678
-138,216.4615261554718
-137,216.49170088768005
-136,216.52961868047714
-135,216.57585561275482
-134,216.6296085715294
-133,216.68900007009506
-132,216.75149887800217
-131,216.81479328870773
-130,216.87624889612198
-129,216.93242675065994
-128,216.9805485010147
-127,217.01918810606003
-126,217.04774725437164
-125,217.06595760583878
-124,217.0745381116867
-123,217.07460391521454
-122,217.067608833313
-121,217.05498385429382
-120,217.0381385087967
-119,217.01845437288284
-118,216.9969732761383
-117,216.9745054244995
-116,216.95149970054626
-115,216.92842662334442
-114,216.9054697751999
-113,216.88227730989456
-112,216.85859888792038
-111,216.834612429142
-110,216.810875415802
-109,216.78794461488724
-108,216.76656591892242
-107,216.74757933616638
-106,216.73182356357574
-105,216.71979194879532
-104,216.71194916963577
-103,216.708310008049
-102,216.7086130976677
-101,216.71255552768707
-100,216.71933841705322
-99,216.72795754671097
-98,216.73770248889923
-97,216.74779385328293
-96,216.7578673362732
-95,216.76783120632172
-94,216.7779696583748
-93,216.78839230537415
-92,216.79907727241516
-91,216.81003791093826
-90,216.82139760255814
-89,216.8330444097519
-88,216.8443701863289
-87,216.8550507426262
-86,216.86553573608398
-85,216.87662303447723
-84,216.88831460475922
-83,216.90027791261673
-82,216.91219419240952
-81,216.92310094833374
-80,216.93156933784485
-79,216.93650364875793
-78,216.9375010728836
-77,216.9354332089424
-76,216.93124651908875
-75,216.9258292913437
-74,216.92008405923843
-73,216.91472899913788
-72,216.91054302453995
-71,216.90809553861618
-70,216.90747237205505
-69,216.9084758758545
-68,216.91063165664673
-67,216.9133169054985
-66,216.9157383441925
-65,216.9172399044037
-64,216.9172518849373
-63,216.91561836004257
-62,216.91265684366226
-61,216.9092965722084
-60,216.9066984653473
-59,216.90595573186874
-58,216.90807789564133
-57,216.91369503736496
-56,216.9231225848198
