shift,pair_00
-180,217.83600342273712
-179,217.72475337982178
-178,217.60805344581604
-177,217.48819887638092
-176,217.36725533008575
-175,217.2485300898552
-174,217.1355423927307
-173,217.03299325704575
-172,216.94474184513092
-171,216.87432044744492
-170,216.82262647151947
-169,216.78798651695251
-168,216.76802211999893
-167,216.75995951890945
-166,216.76133358478546
-165,216.77074480056763
-164,216.78657990694046
-163,216.80747348070145
-162,216.83197724819183
-161,216.85855674743652
-160,216.88605797290802
-159,216.91312783956528
-158,216.9384242296219
-157,216.96022540330887
-156,216.9772817492485
-155,216.98952275514603
-154,216.99673771858215
-153,216.99905747175217
-152,216.9962693452835
-151,216.98841601610184
-150,216.9761015176773
-149,216.9595079421997
-148,216.93927210569382
-147,216.91665214300156
-146,216.8920739889145
-145,216.86612582206726
-144,216.840212225914
-143,216.81520360708237
-142,216.7920532822609
-141,216.77186608314514
-140,216.75605338811874
-139,216.74592638015747
-138,216.7425127029419
-137,216.7464635372162
-136,216.7579339146614
-135,216.7758892774582
-134,216.79848635196686
-133,216.8240675330162
-132,216.85095036029816
-131,216.87783473730087
-130,216.9033374786377
-129,216.92642748355865
-128,216.94586271047592
-127,216.9608792066574
-126,216.9716569185257
-125,216.978546500206
-124,216.9821600317955
-123,216.98342889547348
-122,216.9832034111023
-121,216.9821578860283
-120,216.98134338855743
-119,216.9816596508026
-118,216.9840790629387
-117,216.98964470624924
-116,216.99831694364548
-115,217.0096037387848
-114,217.02271801233292
-113,217.03677600622177
-112,217.0509495139122
-111,217.06477272510529
-110,217.07803708314896
-109,217.0901626944542
-108,217.1003813147545
-107,217.10835927724838
-106,217.114184319973
-105,217.11794978380203
-104,217.11971920728683
-103,217.1196767091751
-102,217.1182023882866
-101,217.11590921878815
-100,217.1138824224472
-99,217.11302089691162
-98,217.11387652158737
-97,217.11693012714386
-96,217.12234550714493
-95,217.1301543712616
-94,217.14033043384552
-93,217.15256506204605
-92,217.16652780771255
-91,217.1817831993103
-90,217.1980084180832
-89,217.21464210748672
-88,217.23107159137726
-87,217.24659943580627
-86,217.26104998588562
-85,217.27427566051483
-84,217.28614801168442
-83,217.29687637090683
-82,217.30677300691605
-81,217.31577217578888
-80,217.32343572378159
-79,217.3292579650879
