shift,pair_00
-180,216.3923903107643
-179,216.35955047607422
-178,216.3355839252472
-177,216.31879633665085
-176,216.30757826566696
-175,216.30084109306335
-174,216.29671478271484
-173,216.29351007938385
-172,216.2931559085846
-171,216.29656153917313
-170,216.30443888902664
-169,216.31549215316772
-168,216.3272784948349
-167,216.33743172883987
-166,216.344593167305
-165,216.34769469499588
-164,216.34508699178696
-163,216.3354144692421
-162,216.31693506240845
-161,216.28963416814804
-160,216.25584191083908
-159,216.21810215711594
-158,216.1771148443222
-157,216.1324800848961
-156,216.0851992368698
-155,216.0363581776619
-154,215.98659205436707
-153,215.9372325539589
-152,215.8897293806076
-151,215.8459022641182
-150,215.8062800168991
-149,215.77185237407684
-148,215.743577003479
-147,215.72248846292496
-146,215.70895355939865
-145,215.7038900256157
-144,215.70779407024384
-143,215.72031074762344
-142,215.74039942026138
-141,215.76672160625458
-140,215.79797381162643
-139,215.83203613758087
-138,215.8669120669365
-137,215.90199834108353
-136,215.93659722805023
-135,215.9700424671173
-134,216.00193947553635
-133,216.03161776065826
-132,216.05836844444275
-131,216.08129411935806
-130,216.09915256500244
-129,216.1110444664955
-128,216.11559802293777
-127,216.1111859679222
-126,216.09679704904556
-125,216.07330113649368
-124,216.04198384284973
-123,216.00455075502396
-122,215.96279448270798
-121,215.91932326555252
-120,215.8775399327278
-119,215.84094643592834
-118,215.81270039081573
-117,215.7943686246872
-116,215.78607696294785
-115,215.78677427768707
-114,215.79437386989594
-113,215.80673533678055
-112,215.82276678085327
-111,215.841306746006
-110,215.86124086380005
-109,215.88166451454163
-108,215.9017806649208
-107,215.92124128341675
-106,215.940271794796
-105,215.95930689573288
-104,215.97894662618637
-103,215.99972999095917
-102,216.02145212888718
-101,216.0440153479576
-100,216.06717824935913
-99,216.09047138690948
-98,216.1142936348915
-97,216.13874208927155
-96,216.16313868761063
-95,216.18641352653503
-94,216.20712286233902
-93,216.22378188371658
-92,216.23503232002258
-91,216.23996686935425
-90,216.23818707466125
-89,216.22996127605438
-88,216.21650564670563
-87,216.19981437921524
-86,216.18212592601776
-85,216.16533559560776
-84,216.1507950425148
-83,216.13982927799225
-82,216.13360810279846
-81,216.13308876752853
-80,216.13900220394135
-79,216.15163081884384
-78,216.17061585187912
-77,216.19474452733994
-76,216.22216999530792
-75,216.25104421377182
-74,216.27967935800552
-73,216.30655628442764
-72,216.33024406433105
-71,216.34965640306473
-70,216.364104449749
-69,216.3733981847763
-68,216.3777374625206
-67,216.37737894058228
-66,216.3727034330368
-65,216.36400055885315
-64,216.35166388750076
-63,216.33624345064163
-62,216.31815248727798
-61,216.2981024980545
-60,216.27698814868927
-59,216.25561290979385
-58,216.23521649837494
-57,216.21735244989395
-56,216.20326590538025
-55,216.1939896941185
-54,216.19013249874115
-53,216.19172006845474
-52,216.1985221505165
-51,216.20989501476288
-50,216.22446256875992
-49,216.2409582734108
-48,216.25843620300293
-47,216.2760904431343
-46,216.29288494586945
-45,216.3080462217331
-44,216.32135593891144
-43,216.33288460969925
-42,216.3429787158966
-41,216.3522109389305
-40,216.3613402247429
-39,216.37102115154266
-38,216.3815279006958
-37,216.39300394058228
-36,216.4055699110031
-35,216.4192699790001
-34,216.43386244773865
-33,216.44903600215912
-32,216.46413844823837
-31,216.47851568460464
-30,216.49128729104996
-29,216.50180917978287
-28,216.50962263345718
-27,216.51457804441452
-26,216.5166858434677
-25,216.51632511615753
-24,216.51361346244812
-23,216.50883173942566
-22,216.50220626592636
-21,216.49400240182877
-20,216.48425537347794
-19,216.4729926586151
-18,216.46042317152023
-17,216.44690829515457
-16,216.4329446554184
-15,216.41892838478088
-14,216.40526616573334
-13,216.39221173524857
-12,216.37992322444916
-11,216.36842322349548
-10,216.3578423857689
-9,216.3484172821045
-8,216.34026104211807
-7,216.3332421183586
-6,216.32725930213928
-5,216.32197678089142
-4,216.31710463762283
-3,216.312082529068
-2,216.30651223659515
-1,216.30057799816132
0,216.2945584654808
1,216.31390118598938
2,216.33363366127014
3,216.35339438915253
4,216.37274825572968
5,216.39097499847412
6,216.40796965360641
7,216.42354464530945
8,216.437868475914
9,216.45092964172363
10,216.46256399154663
11,216.4727326631546
