shift,pair_02,pair_03,pair_04,pair_05,pair_06,pair_07,pair_08,pair_09,pair_10,pair_11,pair_12,pair_13,pair_14,pair_15,pair_16,pair_17,pair_18,pair_19,pair_20,pair_21
-170,216.47009700536728,219.60785537958145,216.47009700536728,219.60785537958145,217.1869394183159,215.1098816394806,217.66614764928818,216.48629873991013,216.4513310790062,216.23700827360153,216.0227164030075,216.00296431779861,215.768257021904,217.24475795030594,215.95885294675827,217.86903584003448,216.96239495277405,216.23782271146774,216.33027482032776,215.7840657234192
-169,216.43874472379684,219.59521275758743,216.43874472379684,219.59521275758743,217.17696839571,215.09693574905396,217.6751999258995,216.45049399137497,216.39889228343964,216.19278639554977,215.95034855604172,215.9755855202675,215.71588319540024,217.17288786172867,215.93084847927094,217.80978244543076,216.92132711410522,216.31166446208954,216.3088943362236,215.70319819450378
-168,216.42431157827377,219.58677738904953,216.42431157827377,219.58677738904953,217.16772985458374,215.0877988934517,217.68846565485,216.41549348831177,216.35155296325684,216.14849889278412,215.88806807994843,215.94665694236755,215.6608973145485,217.09812146425247,215.90825444459915,217.75763660669327,216.87522423267365,216.38524186611176,216.27998280525208,215.61485451459885
-167,216.4265006184578,219.58250504732132,216.4265006184578,219.58250504732132,217.15688914060593,215.08011400699615,217.70253044366837,216.37812566757202,216.30843949317932,216.10446041822433,215.83671462535858,215.91571897268295,215.6034545302391,217.02254778146744,215.89110749959946,217.71384972333908,216.82387375831604,216.45465397834778,216.24499428272247,215.5212922692299
-166,216.4441056251526,219.5818237066269,216.4441056251526,219.5818237066269,217.14375567436218,215.07395201921463,217.7138957977295,216.3367640376091,216.26772546768188,216.06182956695557,215.79643285274506,215.88250529766083,215.54472321271896,216.9482901096344,215.87954431772232,217.67952674627304,216.76710265874863,216.51675295829773,216.20444071292877,215.42569136619568
-165,216.4740651845932,219.58347553014755,216.4740651845932,219.58347553014755,217.12911182641983,215.06908732652664,217.7203185558319,216.295103430748,216.2268022298813,216.02195703983307,215.76696115732193,215.84613943099976,215.4863715171814,216.87749552726746,215.87196493148804,217.65432971715927,216.70572704076767,216.56882005929947,216.16060280799866,215.330747961998
-164,216.51269537210464,219.58544784784317,216.51269537210464,219.58544784784317,217.11422395706177,215.06535774469376,217.72172689437866,216.25692474842072,216.1837615966797,215.98624050617218,215.74873048067093,215.80765175819397,215.43164813518524,216.81257283687592,215.86759454011917,217.63688415288925,216.64144152402878,216.61000168323517,216.11793118715286,215.24020236730576
-163,216.55724775791168,219.58619606494904,216.55724775791168,219.58619606494904,217.09972220659256,215.0621657371521,217.71774119138718,216.22306895256042,216.1374072432518,215.95517563819885,215.7412006855011,215.76679414510727,215.38437348604202,216.75360709428787,215.86552387475967,217.62503862380981,216.57638901472092,216.64122247695923,216.0802012681961,215.15578252077103
-162,216.60570758581161,219.58463662862778,216.60570758581161,219.58463662862778,217.0851210951805,215.0576936006546,217.7087008357048,216.19394087791443,216.08882647752762,215.92899525165558,215.74326610565186,215.72292125225067,215.34532231092453,216.70061075687408,215.86540973186493,217.61643201112747,216.5140256881714,216.66283524036407,216.04880791902542,215.0800096988678
-161,216.65519511699677,219.57999920845032,216.65519511699677,219.57999920845032,217.070183634758,215.0497509241104,217.69596368074417,216.16642624139786,216.03898334503174,215.90827280282974,215.75401890277863,215.67686867713928,215.31522339582443,216.6535068154335,215.867345392704,217.6089728474617,216.45769906044006,216.67406171560287,216.02440935373306,215.01432037353516
-160,216.70188629627228,219.57237362861633,216.70188629627228,219.57237362861633,217.0542813539505,215.03836852312088,217.68129575252533,216.1391417980194,215.98928892612457,215.89423042535782,215.77332013845444,215.63008761405945,215.29546689987183,216.61181324720383,215.8704891204834,217.60092812776566,216.40947484970093,216.67586386203766,216.00670927762985,214.9604538679123
-159,216.74275189638138,219.56221294403076,216.74275189638138,219.56221294403076,217.03717970848083,215.0242835879326,217.66655677556992,216.11245220899582,215.941865503788,215.88590025901794,215.80089265108109,215.58501172065735,215.2862445116043,216.5755010843277,215.8745869398117,217.58999979496002,216.371142745018,216.66914129257202,215.99529856443405,214.9199355840683
-158,216.77691614627838,219.54988223314285,216.77691614627838,219.54988223314285,217.0183511376381,215.0086526274681,217.6531361937523,216.08629369735718,215.89708709716797,215.8822101354599,215.83602368831635,215.54438108205795,215.28693336248398,216.5446960926056,215.87890988588333,217.57444244623184,216.34252220392227,216.65473437309265,215.989543735981,214.89303928613663
-157,216.8042129278183,219.5357432961464,216.8042129278183,219.5357432961464,216.9972887635231,214.99142390489578,217.64151483774185,216.06177908182144,215.85500764846802,215.8821318745613,215.87602299451828,215.51141774654388,215.29630708694458,216.51905864477158,215.88265478610992,217.55344253778458,216.32194727659225,216.63407146930695,215.9884153008461,214.87953466176987
-156,216.8234263062477,219.52033710479736,216.8234263062477,219.52033710479736,216.97303366661072,214.9714069366455,217.63171917200089,216.0396402478218,215.8160062432289,215.88477283716202,215.91750812530518,215.48917824029922,215.31319189071655,216.49803590774536,215.88434141874313,217.52776873111725,216.3065796494484,216.6086373925209,215.9922038912773,214.87943470478058
-155,216.83355444669724,219.503946185112,216.83355444669724,219.503946185112,216.94539004564285,214.94784194231033,217.62382805347443,216.02194541692734,215.78052949905396,215.88820499181747,215.95852118730545,215.47907131910324,215.33566653728485,216.48174691200256,215.88501703739166,217.49840635061264,216.294407248497,216.58079206943512,216.00042778253555,214.8913972377777
