shift,pair_00,pair_01,pair_02,pair_03,pair_04,pair_05,pair_06,pair_07,pair_08,pair_09,pair_10,pair_11,pair_12,pair_13,pair_14,pair_15,pair_16,pair_17,pair_18
-113,216.33441454172134,216.19645595550537,216.1828928589821,216.8472631573677,217.54219108819962,216.8472631573677,215.43507742881775,216.61042684316635,217.8569661974907,217.5816017985344,217.0992185473442,218.1206532716751,216.430311024189,216.67022174596786,216.8350060582161,216.71420633792877,215.76273000240326,216.95238703489304,216.74299132823944
-112,216.36164778470993,216.18169271945953,216.16828483343124,216.848807990551,217.5606733560562,216.848807990551,215.4645619392395,216.6306374669075,217.84534639120102,217.53689169883728,217.1172885298729,218.1200293302536,216.43510299921036,216.67606282234192,216.86154812574387,216.70860105752945,215.75805246829987,216.95771461725235,216.7456049323082
-111,216.38175946474075,216.16474789381027,216.15637642145157,216.85373902320862,217.57041203975677,216.85373902320862,215.49181532859802,216.65128880739212,217.83511513471603,217.49099296331406,217.13907599449158,218.11915868520737,216.43821346759796,216.68566489219666,216.88944619894028,216.69749373197556,215.7490718960762,216.9698017835617,216.7478454709053
-110,216.39548927545547,216.14692306518555,216.14703261852264,216.86190927028656,217.57105213403702,216.86190927028656,215.51582556962967,216.6724755167961,217.82654970884323,217.4457740187645,217.16457164287567,218.1186627149582,216.43924272060394,216.69910269975662,216.91732114553452,216.68247550725937,215.73729532957077,216.98872262239456,216.75091689825058
-109,216.4038671851158,216.1297287940979,216.14003729820251,216.87285381555557,217.56383049488068,216.87285381555557,215.53598952293396,216.69427251815796,217.82023632526398,217.40258306264877,217.19328957796097,218.11895382404327,216.43848913908005,216.71697390079498,216.94456911087036,216.66526263952255,215.72433024644852,217.01350384950638,216.75549346208572
-108,216.40724736452103,216.11383938789368,216.13550794124603,216.88637363910675,217.55097270011902,216.88637363910675,215.55189204216003,216.71641182899475,217.81667166948318,217.36271250247955,217.2242921590805,218.12006551027298,216.43643814325333,216.7384775876999,216.97114622592926,216.64757347106934,215.71169638633728,217.04333513975143,216.76242923736572
-107,216.40657079219818,216.0995746254921,216.1336744427681,216.90177911520004,217.53473591804504,216.90177911520004,215.56294006109238,216.73787367343903,217.81590336561203,217.3276950120926,217.25676757097244,218.12237930297852,216.43391275405884,216.7625213265419,216.99635726213455,216.63044899702072,215.70059657096863,217.07709181308746,216.77247309684753
-106,216.4029459953308,216.08737236261368,216.13497948646545,216.9178906083107,217.5171148777008,216.9178906083107,215.56839096546173,216.75785833597183,217.81844860315323,217.29855662584305,217.28961020708084,218.12609297037125,216.4315928220749,216.78760558366776,217.01953268051147,216.61479884386063,215.69227749109268,217.11253476142883,216.78584897518158
-105,216.3974648118019,216.0770499110222,216.13951474428177,216.93358027935028,217.4996440410614,216.93358027935028,215.5676567554474,216.77575999498367,217.82484543323517,217.2758173942566,217.32142168283463,218.13111400604248,216.4296510219574,216.81206810474396,217.04000222682953,216.60129588842392,215.68814712762833,217.1476809978485,216.80232906341553
-104,216.39088368415833,216.06871855258942,216.14709103107452,216.94796574115753,217.4833481311798,216.94796574115753,215.56036233901978,216.79083061218262,217.83537358045578,217.25964444875717,217.35001999139786,218.13700997829437,216.4280743598938,216.83495497703552,217.05725783109665,216.59011352062225,215.6901296377182,217.18134075403214,216.82082760334015
-103,216.3843115568161,216.06175327301025,216.15768986940384,216.96058052778244,217.46886813640594,216.96058052778244,215.5467072725296,216.80233389139175,217.84991896152496,217.2500724196434,217.3731546998024,218.14338570833206,216.42708277702332,216.85536801815033,217.07112205028534,216.5814866423607,215.6994587779045,217.21220755577087,216.84028488397598
-102,216.3790899515152,216.05532902479172,216.17037326097488,216.97202920913696,217.45632368326187,216.97202920913696,215.52709794044495,216.8094522356987,217.86826312541962,217.2463651895523,217.38933944702148,218.1504362821579,216.42692893743515,216.87256222963333,217.08141589164734,216.57645601034164,215.71713948249817,217.23876363039017,216.85969871282578
