shift,pair_00,pair_01,pair_02,pair_03,pair_04,pair_05,pair_06,pair_07,pair_08,pair_09,pair_10,pair_11,pair_12,pair_13,pair_14
-180,216.98804688453674,218.2844408750534,217.28781735897064,216.5348619222641,216.3179693222046,217.37029427289963,217.32510101795197,215.60675251483917,218.09502923488617,215.76154828071594,215.9107305407524,216.07250273227692,215.39242070913315,216.98767787218094,215.7753747701645
-179,216.98235458135605,218.2276390194893,217.15596908330917,216.45936185121536,216.2070815563202,217.3100282549858,217.2987284064293,215.6596341729164,218.04814338684082,215.6710483431816,215.90942120552063,216.06418561935425,215.34325778484344,216.94943046569824,215.68307620286942
-178,216.98663902282715,218.17972832918167,217.03376960754395,216.39611423015594,216.1067377924919,217.25546526908875,217.27914017438889,215.70921355485916,217.99487727880478,215.58947825431824,215.9144088625908,216.0594642162323,215.2905462384224,216.9157910346985,215.6126189827919
-177,216.99910986423492,218.13810634613037,216.9232338666916,216.34562265872955,216.01966845989227,217.20433634519577,217.26205968856812,215.7528218626976,217.93582886457443,215.51825714111328,215.92306292057037,216.0588132739067,215.23531353473663,216.88354074954987,215.56669563055038
-176,217.01477527618408,218.1016889810562,216.82504373788834,216.30569595098495,215.94677066802979,217.15591233968735,217.2443481683731,215.78931879997253,217.87158650159836,215.4585604071617,215.93113791942596,216.0628138780594,215.18015682697296,216.85213100910187,215.54372531175613
-175,217.0298975110054,218.07107907533646,216.73886919021606,216.27175396680832,215.88590562343597,217.1094029545784,217.2240371108055,215.8176411986351,217.8033356666565,215.40992683172226,215.93520683050156,216.07252842187881,215.1257208585739,216.82061457633972,215.53966468572617
-174,217.0401013493538,218.0462965965271,216.66273254156113,216.24012458324432,215.83176404237747,217.06536972522736,217.19761633872986,215.83638167381287,217.73306035995483,215.3704498410225,215.93601965904236,216.0871583223343,215.07332891225815,216.78858238458633,215.54884058237076
-173,217.04208534955978,218.02643406391144,216.59560698270798,216.20996809005737,215.77964824438095,217.02429062128067,217.16319179534912,215.84089547395706,217.66306126117706,215.33859711885452,215.93419468402863,216.1049376130104,215.024159014225,216.75648617744446,215.56280344724655
-172,217.0324712395668,218.01061576604843,216.53653758764267,216.18235141038895,215.72730880975723,216.9860023856163,217.11940664052963,215.82946646213531,217.5953580737114,215.31148010492325,215.930597782135,216.12276273965836,214.98057585954666,216.7225888967514,215.5730139017105
-171,217.00943279266357,217.9981986284256,216.4861707687378,216.15898543596268,215.67284524440765,216.94861751794815,217.06733095645905,215.8003795146942,217.53084641695023,215.28540456295013,215.925678730011,216.13766264915466,214.9455959200859,216.68523877859116,215.57341158390045
-170,216.97218263149261,217.98711121082306,216.44427692890167,216.1408772468567,215.61748242378235,216.91011774539948,217.01055312156677,215.75489312410355,217.4700043797493,215.25798845291138,215.91785699129105,216.14714980125427,214.92142170667648,216.64421260356903,215.5636101961136
-169,216.92107850313187,217.97681760787964,216.4102664589882,216.12870299816132,215.5610358119011,216.86898571252823,216.9509454369545,215.69643825292587,217.41352605819702,215.2267508506775,215.90841680765152,216.14879220724106,214.9085391163826,216.60095989704132,215.54562503099442
-168,216.85950458049774,217.96716403961182,216.38256567716599,216.1227970123291,215.50471413135529,216.82436323165894,216.8911787867546,215.62932389974594,217.36255145072937,215.19085484743118,215.8974867463112,216.1414071917534,214.90485829114914,216.55597257614136,215.52157467603683
-167,216.7906351685524,217.9578359723091,216.35908770561218,216.12459754943848,215.4508786201477,216.7764578461647,216.83329451084137,215.5587336421013,217.319586455822,215.14906936883926,215.8848513364792,216.12788093090057,214.9079378247261,216.51072299480438,215.49202144145966
-166,216.71687531471252,217.94836223125458,216.33704257011414,216.13487637043,215.40054094791412,216.72651493549347,216.77907866239548,215.4881483912468,217.28700816631317,215.10060954093933,215.86988198757172,216.1106702685356,214.91403079032898,216.46681863069534,215.45759040117264
-165,216.63931000232697,217.938638985157,216.31310844421387,216.15424102544785,215.35379976034164,216.67638528347015,216.72889870405197,215.41873890161514,217.26692736148834,215.04465103149414,215.85199278593063,216.0934869647026,214.9194374680519,216.4241972565651,215.4192464351654
-164,216.56005710363388,217.92942887544632,216.28458285331726,216.18257987499237,215.30877751111984,216.6271024942398,216.6828721165657,215.3506299853325,217.26121431589127,214.98434054851532,215.83048444986343,216.07902491092682,214.92292380332947,216.38165646791458,215.37725466489792
-163,216.48096179962158,217.9215785264969,216.2519410252571,216.2196305990219,215.26425302028656,216.57984471321106,216.6409112215042,215.28245741128922,217.27047491073608,214.92255157232285,215.8055494427681,216.06791883707047,214.92306625843048,216.33851259946823,215.33228212594986
-162,216.40337300300598,217.91680282354355,216.2171441912651,216.26286727190018,215.21857005357742,216.53627049922943,216.60316544771194,215.21282315254211,217.29323941469193,214.8598029613495,215.77697187662125,216.0596423149109,214.91973036527634,216.29544872045517,215.28404211997986
-161,216.328320145607,217.91549867391586,216.18386280536652,216.30934637784958,215.17010915279388,216.497385263443,216.57000297307968,215.13962107896805,217.32740783691406,214.79645770788193,215.74494624137878,216.05256432294846,214.91478270292282,216.25611233711243,215.2328543663025
-160,216.25631201267242,217.91695934534073,216.1541475057602,216.35499691963196,215.1184401512146,216.46237993240356,216.54106384515762,215.06092482805252,217.36946946382523,214.73169803619385,215.71009415388107,216.04483777284622,214.90877455472946,216.22201561927795,215.17853087186813
-159,216.1890760064125,217.91912233829498,216.12892895936966,216.3955361843109,215.06413608789444,216.42959135770798,216.51575875282288,214.97567772865295,217.41627669334412,214.6648610830307,215.67413675785065,216.03568041324615,214.90262788534164,216.19302904605865,215.11899781227112
-158,216.12866818904877,217.91942071914673,216.11126255989075,216.42832577228546,215.01006227731705,216.3978369832039,216.4929301738739,214.88471692800522,217.46488589048386,214.59525817632675,215.63971745967865,216.0248214006424,214.89682990312576,216.170552611351,215.05297154188156
-157,216.0764735341072,217.91577291488647,216.1009500026703,216.4511381983757,214.95843535661697,216.36740589141846,216.47206562757492,214.7887078523636,217.5136432647705,214.52471685409546,215.6092373728752,216.010811150074,214.89147633314133,216.15667456388474,214.9804241657257
-156,216.03376179933548,217.9065962433815,216.09619802236557,216.4627492427826,214.91142547130585,216.33894354104996,216.45292472839355,214.69037371873856,217.56155622005463,214.45745426416397,215.58593660593033,215.9911824464798,214.8867223262787,216.15184634923935,214.90345573425293
-155,216.00117337703705,217.8909679055214,216.09630215168,216.46354061365128,214.86970794200897,216.31278908252716,216.43583625555038,214.59290462732315,217.6083967089653,214.39512181282043,215.5721566081047,215.9650076031685,214.88317888975143,216.1558626294136,214.82439863681793
-154,215.9782776236534,217.86841028928757,216.10072499513626,216.45378994941711,214.83367604017258,216.28900802135468,216.42105561494827,214.4986760020256,217.65351766347885,214.33860975503922,215.56809395551682,215.93321853876114,214.8810180425644,216.16878229379654,214.74545192718506
-153,215.96362018585205,217.83848237991333,216.108725130558,216.43471217155457,214.80503875017166,216.2664914727211,216.40858662128448,214.41232711076736,217.69691234827042,214.2885046005249,215.57374757528305,215.89759904146194,214.8808821439743,216.18969762325287,214.66901278495789
