shift,pair_00,pair_01,pair_02,pair_03,pair_04,pair_05,pair_06,pair_07,pair_08,pair_09,pair_10,pair_11,pair_12,pair_13,pair_14
-180,215.56380653381348,216.45610862970352,217.7819668650627,215.3059988617897,216.94199097156525,216.95070034265518,217.64084500074387,220.12607610225677,218.5045147538185,216.73945879936218,216.13280457258224,218.62352085113525,218.28884422779083,215.13132959604263,217.7796465754509
-179,215.55424892902374,216.40580028295517,217.74354684352875,215.25453567504883,216.89099842309952,216.9308621287346,217.58782893419266,220.08187901973724,218.432743370533,216.68550968170166,216.06798911094666,218.5618678331375,218.15918219089508,215.08450782299042,217.71272265911102
-178,215.54137635231018,216.36092108488083,217.6978102326393,215.209790289402,216.84254586696625,216.91669857501984,217.5440834760666,220.03561025857925,218.35634166002274,216.64467692375183,216.01153922080994,218.50458806753159,218.02916967868805,215.02902388572693,217.65420693159103
-177,215.52272003889084,216.31903916597366,217.6479725241661,215.16902327537537,216.79455226659775,216.90455120801926,217.509143948555,219.98925548791885,218.27494049072266,216.61449325084686,215.9623743891716,218.4499626159668,217.90078538656235,214.96227329969406,217.60162568092346
-176,215.4977793097496,216.28003877401352,217.59602516889572,215.12919104099274,216.74405598640442,216.8908775448799,217.48278391361237,219.94405883550644,218.19004887342453,216.5920266509056,215.91793650388718,218.39584547281265,217.77482688426971,214.88468408584595,217.55450809001923
-175,215.4666514992714,216.24489003419876,217.54275983572006,215.08650547266006,216.68898004293442,216.872251868248,217.46333903074265,219.90174329280853,218.10410529375076,216.57418793439865,215.87619507312775,218.34087431430817,217.65070915222168,214.79992055892944,217.51348942518234
-174,215.43200200796127,216.2132740020752,217.489592730999,215.03867268562317,216.62855875492096,216.84733188152313,217.44785732030869,219.8622680902481,218.01916754245758,216.55740028619766,215.83614140748978,218.28386425971985,217.52889972925186,214.71080058813095,217.47868555784225
-173,215.39565193653107,216.18545025587082,217.43945425748825,214.98449540138245,216.5622233748436,216.819309592247,217.43373441696167,219.8264383673668,217.93822765350342,216.53876316547394,215.7982777953148,218.22343266010284,217.40975975990295,214.62350922822952,217.4522541165352
-172,215.35756784677505,216.16045039892197,217.39559787511826,214.92568051815033,216.4905732870102,216.78973758220673,217.41844427585602,219.79474502801895,217.8644809126854,216.51699090003967,215.7645732164383,218.16067618131638,217.29441076517105,214.5428003668785,217.43447762727737
-171,215.31805860996246,216.13836866617203,217.36068212985992,214.86525171995163,216.41271591186523,216.75894898176193,217.401193857193,219.76808780431747,217.80070286989212,216.49102824926376,215.73522019386292,218.09680646657944,217.185191988945,214.47285550832748,217.42330956459045
-170,215.2784554362297,216.1196820139885,217.33430010080338,214.80632656812668,216.3281271457672,216.72698557376862,217.3807448744774,219.7460411787033,217.7472686767578,216.46093767881393,215.70999425649643,218.03424656391144,217.08442413806915,214.41779088974,217.41867595911026
-169,215.2402110695839,216.10275375843048,217.3143406510353,214.75130623579025,216.23787277936935,216.69494253396988,217.35766965150833,219.7284706234932,217.70461112260818,216.42893534898758,215.6884896159172,217.97689652442932,216.99396097660065,214.38011765480042,217.42004507780075
