shift,pair_00
-180,216.4314175248146
-179,216.33412820100784
-178,216.24368423223495
-177,216.16352832317352
-176,216.09600591659546
-175,216.04232966899872
-174,216.00117820501328
-173,215.9711017012596
-172,215.9493498802185
-171,215.93245881795883
-170,215.91800343990326
-169,215.90538281202316
-168,215.89406192302704
-167,215.8833332657814
-166,215.87370175123215
-165,215.8651406764984
-164,215.85797053575516
-163,215.8531797528267
-162,215.85048186779022
-161,215.8494769334793
-160,215.84876894950867
-159,215.84804940223694
-158,215.8460419178009
-157,215.84316265583038
-156,215.84095776081085
-155,215.84035736322403
-154,215.84174966812134
-153,215.8448350429535
-152,215.84999680519104
-151,215.85727274417877
-150,215.86657601594925
-149,215.8771794438362
-148,215.88768100738525
-147,215.89647525548935
-146,215.90426313877106
-145,215.91209399700165
-144,215.92115664482117
-143,215.9331128001213
-142,215.9481703042984
-141,215.9653621315956
-140,215.9842904806137
-139,216.0049192905426
-138,216.0267429947853
-137,216.0490927696228
-136,216.07124787569046
-135,216.0924527645111
-134,216.11218231916428
-133,216.13015949726105
-132,216.14621311426163
-131,216.1607148051262
-130,216.17412328720093
-129,216.1869924068451
-128,216.19970846176147
-127,216.2122062444687
-126,216.22453939914703
-125,216.23669773340225
-124,216.24891233444214
-123,216.2619514465332
-122,216.27634185552597
-121,216.2929328083992
-120,216.31254649162292
-119,216.33510398864746
-118,216.35972464084625
-117,216.38552808761597
-116,216.41128778457642
-115,216.43537092208862
-114,216.45715409517288
-113,216.47620052099228
-112,216.49167042970657
-111,216.50376081466675
-110,216.5126149058342
-109,216.51815557479858
-108,216.5201432108879
-107,216.5188907980919
-106,216.51559460163116
-105,216.51126450300217
-104,216.5054496526718
-103,216.49806362390518
-102,216.4898965358734
-101,216.48237246274948
-100,216.4764328598976
-99,216.4718137383461
-98,216.4681899547577
-97,216.46487325429916
-96,216.46146041154861
-95,216.4575361609459
-94,216.45255649089813
-93,216.44600409269333
-92,216.43827265501022
-91,216.43011969327927
-90,216.422221660614
-89,216.4147400856018
-88,216.40807914733887
-87,216.402870118618
-86,216.4000769853592
-85,216.40096962451935
-84,216.40672171115875
-83,216.41817426681519
-82,216.43608951568604
-81,216.46071308851242
-80,216.49182307720184
-79,216.52834141254425
-78,216.5684815645218
-77,216.6103663444519
-76,216.65211927890778
-75,216.69208002090454
-74,216.72857373952866
-73,216.76039516925812
-72,216.78686118125916
-71,216.80788105726242
-70,216.8239506483078
-69,216.83555829524994
-68,216.84313267469406
-67,216.84700560569763
-66,216.8475970029831
-65,216.84538930654526
-64,216.84070414304733
-63,216.83373922109604
-62,216.82471734285355
-61,216.81426000595093
-60,216.80348473787308
-59,216.7932669520378
-58,216.7842502593994
-57,216.77684408426285
-56,216.77092641592026
-55,216.76602184772491
-54,216.76162600517273
-53,216.75747925043106
-52,216.7531123161316
-51,216.74828732013702
-50,216.74301213026047
-49,216.73724740743637
-48,216.73098826408386
-47,216.7244332432747
-46,216.71806967258453
-45,216.71246719360352
-44,216.70807015895844
-43,216.70525217056274
-42,216.70463609695435
-41,216.7068291902542
-40,216.71186709403992
-39,216.71919280290604
-38,216.72838443517685
-37,216.73887312412262
-36,216.74976283311844
-35,216.76013845205307
-34,216.7694070339203
-33,216.77704191207886
-32,216.782435297966
-31,216.78520131111145
-30,216.78537499904633
-29,216.78316527605057
-28,216.77893257141113
-27,216.7727455496788
-26,216.7645969390869
-25,216.75429767370224
-24,216.7418994307518
-23,216.7282001376152
-22,216.71412843465805
-21,216.70075130462646
-20,216.68884176015854
-19,216.67906212806702
-18,216.67182284593582
-17,216.66731137037277
-16,216.6651281118393
-15,216.6647645831108
-14,216.66526854038239
-13,216.66563713550568
-12,216.6648024916649
-11,216.6620352268219
-10,216.65695238113403
-9,216.64943861961365
-8,216.63940507173538
-7,216.62660843133926
-6,216.61088573932648
-5,216.59206360578537
-4,216.56998932361603
-3,216.54500871896744
-2,216.51806163787842
-1,216.49041026830673
0,216.46327358484268
1,216.4552619457245
2,216.4504510164261
3,216.44936406612396
4,216.4524126648903
5,216.45982629060745
6,216.47146779298782
7,216.48688423633575
8,216.50517737865448
9,216.52560591697693
10,216.54746532440186
11,216.56984585523605
12,216.59215039014816
13,216.61391615867615
14,216.6349594593048
15,216.65539509058
16,216.6757680773735
17,216.69681531190872
18,216.7192280292511
19,216.7436636686325
20,216.77072232961655
21,216.80070382356644
22,216.83368754386902
23,216.8696945309639
24,216.90878069400787
25,216.95126521587372
26,216.99780803918839
27,217.04953050613403
28,217.1081178188324
29,217.17568719387054
30,217.2545256614685
31,217.34697806835175
32,217.45577615499496
33,217.58328998088837
34,217.73149371147156
35,217.90184158086777
36,218.09457594156265
37,218.30867433547974
38,218.54131627082825
39,218.78789299726486
40,219.04171365499496
41,219.29410487413406
42,219.5351358652115
43,219.75388062000275
44,219.93898409605026
45,220.07953810691833
46,220.16658574342728
47,220.19420385360718
48,220.15983241796494
49,220.06491231918335
50,219.91473364830017
51,219.71795225143433
52,219.48551493883133
53,219.22962456941605
54,218.96220564842224
55,218.69396311044693
56,218.43410462141037
57,218.1900983452797
58,217.9673649072647
59,217.7694869041443
60,217.5976180434227
61,217.4510470032692
62,217.32791209220886
63,217.22539657354355
64,217.14035558700562
65,217.0693991780281
66,217.00937563180923
67,216.95742988586426
68,216.911317050457
69,216.86934512853622
70,216.83028799295425
71,216.79317027330399
72,216.75697046518326
73,216.7207671403885
74,216.6837460398674
75,216.6455916762352
76,216.6057426929474
77,216.56354939937592
78,216.5188592672348
79,216.4718969464302
80,216.42300230264664
81,216.37289184331894
82,216.3228674530983
83,216.274547457695
84,216.2297185063362
85,216.19012850522995
86,216.15683710575104
87,216.13055342435837
88,216.1123018860817
89,216.10233813524246
90,216.10019892454147
91,216.10489439964294
92,216.11522483825684
93,216.1294006705284
94,216.1451730132103
95,216.16070610284805
96,216.17535090446472
97,216.18926829099655
98,216.20263576507568
99,216.21636658906937
100,216.23105639219284
101,216.24667131900787
102,216.2630026936531
103,216.27934443950653
104,216.29500234127045
105,216.30919045209885
106,216.32153618335724
107,216.33209425210953
108,216.34034675359726
109,216.3460585474968
110,216.3494558930397
111,216.3511838912964
112,216.35208171606064
113,216.35287803411484
114,216.3539319038391
115,216.35518336296082
116,216.35688072443008
117,216.35967803001404
118,216.36398768424988
119,216.3699648976326
120,216.37779539823532
121,216.38662469387054
122,216.39559715986252
123,216.4039990901947
124,216.41113436222076
125,216.41677629947662
126,216.42073959112167
127,216.42250287532806
128,216.42121642827988
129,216.41559213399887
130,216.40425723791122
131,216.38628941774368
132,216.36209958791733
133,216.33329391479492
134,216.30155056715012
135,216.26819050312042
136,216.2345460653305
137,216.20202684402466
138,216.17173916101456
139,216.14418506622314
140,216.11929857730865
141,216.09673637151718
142,216.07602643966675
143,216.05673718452454
144,216.0386040210724
145,216.02188450098038
146,216.00744998455048
147,215.9967257976532
148,215.99159437417984
149,215.99381864070892
150,216.00449508428574
151,216.02406877279282
152,216.05204057693481
153,216.087218105793
154,216.12693911790848
155,216.16900765895844
156,216.2118970155716
157,216.25336980819702
158,216.2907236814499
159,216.32338416576385
160,216.35174256563187
161,216.37724536657333
162,216.40196192264557
163,216.4282363653183
164,216.45753020048141
165,216.49097621440887
166,216.5291207432747
167,216.57303524017334
168,216.6221449971199
169,216.67658746242523
170,216.73589897155762
171,216.79631751775742
172,216.8547984957695
173,216.90852117538452
174,216.9544512629509
175,216.99257200956345
176,217.02372479438782
177,217.04982388019562
178,217.0735021829605
179,217.09758359193802
180,217.12404537200928
