shift,pair_00,pair_01,pair_02,pair_03,pair_04,pair_05,pair_06,pair_07,pair_08,pair_09,pair_10
-164,214.33218830823898,219.027707695961,216.62665510177612,215.4828079342842,213.74556535482407,216.27583569288254,217.70525228977203,213.5704110264778,214.14552015066147,214.91029649972916,216.45119965076447
-163,214.2667471766472,219.06988555192947,216.61597764492035,215.40969175100327,213.71285527944565,216.23329800367355,217.66530561447144,213.54580122232437,214.1521806716919,214.96857011318207,216.38140177726746
-162,214.21443754434586,219.11509943008423,216.6161389350891,215.3379983305931,213.68956381082535,216.19019997119904,217.63115864992142,213.53276646137238,214.1594499349594,215.03031331300735,216.3186256289482
-161,214.17459040880203,219.1599002480507,216.62769985198975,215.26774835586548,213.67677456140518,216.14699667692184,217.60285764932632,213.52968037128448,214.16704791784286,215.09130972623825,216.26540154218674
-160,214.14553970098495,219.20144402980804,216.6503103375435,215.20003247261047,213.67730289697647,216.10528326034546,217.58004397153854,213.53236305713654,214.17415523529053,215.14710772037506,216.22288435697556
-159,214.12489867210388,219.23847913742065,216.68302500247955,215.13795763254166,213.69321823120117,216.06772565841675,217.56163901090622,213.53790283203125,214.181227684021,215.1936731338501,216.19172358512878
-158,214.11003178358078,219.27099496126175,216.72526234388351,215.0830454826355,213.72606414556503,216.0376097559929,217.54681032896042,213.54349821805954,214.18800777196884,215.23174232244492,216.1722727417946
-157,214.09900575876236,219.2990356683731,216.77550202608109,215.03682893514633,213.7755116224289,216.01769745349884,217.53399914503098,213.54667222499847,214.19450628757477,215.26324969530106,216.16483557224274
-156,214.09098345041275,219.32310616970062,216.831085562706,214.99981319904327,213.83907282352448,216.0089426636696,217.52194422483444,213.5455058813095,214.20109236240387,215.28756135702133,216.1682564020157
-155,214.08574265241623,219.34402751922607,216.88916766643524,214.97146660089493,213.9129331111908,216.01114344596863,217.51004844903946,213.53861743211746,214.20722126960754,215.30535835027695,216.18064898252487
-154,214.08253234624863,219.3622413277626,216.94729709625244,214.9508951306343,213.99232518672943,216.0244488120079,217.49819493293762,213.52553933858871,214.2114196419716,215.3166720867157,216.20015716552734
-153,214.08102786540985,219.37860542535782,217.0039535164833,214.93833601474762,214.0734103322029,216.04883939027786,217.48706859350204,213.50641667842865,214.21275931596756,215.31990295648575,216.2251249551773
-152,214.08199906349182,219.39469903707504,217.0568310022354,214.93413996696472,214.152508020401,216.0830176472664,217.47769075632095,213.48240011930466,214.21129381656647,215.31478369235992,216.2537157535553
-151,214.0869444012642,219.41165912151337,217.1040559411049,214.93916457891464,214.22596168518066,216.12500035762787,217.47123229503632,213.4540449976921,214.2073768377304,215.30274587869644,216.28485822677612
-150,214.09830063581467,219.42988109588623,217.1442236304283,214.95424222946167,214.2881052494049,216.1722630262375,217.46829402446747,213.42331111431122,214.20150119066238,215.28589779138565,216.31713891029358
-149,214.1176849603653,219.4499253630638,217.17625600099564,214.9790085554123,214.33652794361115,216.2215702533722,217.4697903394699,213.39219844341278,214.19412511587143,215.26713454723358,216.34942865371704
-148,214.14538341760635,219.47171741724014,217.19918048381805,215.0128818154335,214.37070161104202,216.26988649368286,217.47731757164001,213.36334931850433,214.18606835603714,215.24930030107498,216.38088166713715
-147,214.17976528406143,219.49427491426468,217.21294194459915,215.05367648601532,214.39200967550278,216.31511974334717,217.4913545846939,213.33888792991638,214.17707270383835,215.23427152633667,216.41021662950516
-146,214.21878737211227,219.51653850078583,217.2188732624054,215.09871023893356,214.40317142009735,216.35516393184662,217.51202672719955,213.32083350419998,214.1673423051834,215.22344744205475,216.435761988163
-145,214.26104521751404,219.5375475883484,217.21790593862534,215.1457690000534,214.40660750865936,216.38813650608063,217.5392643213272,213.31009989976883,214.1567234992981,215.2177312374115,216.45610189437866
-144,214.30660784244537,219.55611783266068,217.211590051651,215.19366681575775,214.4036425948143,216.41368329524994,217.57276779413223,213.3075805902481,214.14491057395935,215.2170308828354,216.47005373239517
-143,214.35502135753632,219.5713781118393,217.201598405838,215.2412053346634,214.3947270512581,216.43162834644318,217.61178398132324,213.31393188238144,214.1314303278923,215.22106540203094,216.47653377056122
-142,214.40499687194824,219.5827276110649,217.18972390890121,215.28709375858307,214.38055342435837,216.44198167324066,217.6553767323494,213.32962626218796,214.11614233255386,215.22961419820786,216.4750576019287
-141,214.45523518323898,219.5896047949791,217.17831158638,215.33046770095825,214.3624638915062,216.446024954319,217.7032129764557,213.35390901565552,214.09911626577377,215.24273389577866,216.46570843458176
-140,214.50486379861832,219.59204733371735,217.169371843338,215.37024629116058,214.34142833948135,216.44579273462296,217.7542365193367,213.38564372062683,214.08015823364258,215.2596619129181,216.44977539777756
-139,214.55351918935776,219.59036099910736,217.1638355255127,215.40494352579117,214.31714057922363,216.44261527061462,217.80537527799606,213.42241644859314,214.05911803245544,215.28020149469376,216.4283834695816
-138,214.60014909505844,219.58499825000763,217.1617395877838,215.43300139904022,214.28899908065796,216.4370146393776,217.8547334074974,213.4614955186844,214.03550732135773,215.30472093820572,216.4023196697235
-137,214.64276736974716,219.57645624876022,217.16276788711548,215.45316129922867,214.25659376382828,216.4293282032013,217.9012913107872,213.50074928998947,214.01014810800552,215.33389556407928,216.37259429693222
