shift,pair_00
-180,217.67671620845795
-179,217.58759915828705
-178,217.49688231945038
-177,217.40562796592712
-176,217.3148884177208
-175,217.2275528907776
-174,217.14343810081482
-173,217.064515709877
-172,216.99041718244553
-171,216.92195546627045
-170,216.8614109158516
-169,216.80886310338974
-168,216.7659974694252
-167,216.73526787757874
-166,216.7175343632698
-165,216.7132504582405
-164,216.72168236970901
-163,216.7407745718956
-162,216.76763194799423
-161,216.7992895245552
-160,216.83242398500443
-159,216.86528873443604
-158,216.8956025838852
-157,216.92186033725739
-156,216.94275611639023
-155,216.95702147483826
-154,216.9632106423378
-153,216.96050292253494
-152,216.94916373491287
-151,216.92949104309082
-150,216.90267157554626
-149,216.87016320228577
-148,216.83389049768448
-147,216.79694163799286
-146,216.76102715730667
-145,216.7280386686325
-144,216.69960021972656
-143,216.6775171160698
-142,216.6633139848709
-141,216.6574599146843
-140,216.6597529053688
-139,216.66961181163788
-138,216.6858530640602
-137,216.70704978704453
-136,216.7319210767746
-135,216.7587971687317
-134,216.78627735376358
-133,216.81411743164062
-132,216.8417375087738
-131,216.86767148971558
-130,216.89072734117508
-129,216.9102788567543
-128,216.92607706785202
-127,216.93857544660568
-126,216.94827061891556
-125,216.95569413900375
-124,216.9607611298561
-123,216.96280509233475
-122,216.96177345514297
-121,216.9577631354332
-120,216.95089328289032
-119,216.94060879945755
-118,216.9259359240532
-117,216.9062184691429
-116,216.8813996911049
-115,216.8518163561821
-114,216.81821006536484
-113,216.78195506334305
-112,216.7447833418846
-111,216.70835834741592
-110,216.67418879270554
-109,216.64342135190964
-108,216.61687994003296
-107,216.5947899222374
-106,216.57785910367966
-105,216.5667439699173
-104,216.56188547611237
-103,216.56346422433853
-102,216.571712911129
-101,216.58714067935944
-100,216.60961884260178
-99,216.63856446743011
-98,216.67321705818176
-97,216.7130298614502
-96,216.75702488422394
-95,216.80386674404144
-94,216.85220366716385
-93,216.90074747800827
-92,216.9478931427002
-91,216.99199903011322
-90,217.03161638975143
-89,217.0655761361122
-88,217.09237307310104
-87,217.1107519865036
-86,217.12031316757202
-85,217.1209997534752
-84,217.11292642354965
-83,217.09673446416855
-82,217.07363480329514
-81,217.04528105258942
-80,217.01371693611145
-79,216.9811252951622
-78,216.94977247714996
-77,216.92177194356918
-76,216.89855468273163
-75,216.88110303878784
-74,216.87036108970642
-73,216.8668412566185
-72,216.8704652786255
-71,216.88085693120956
-70,216.89771741628647
-69,216.92049849033356
-68,216.94865936040878
-67,216.98148101568222
-66,217.01835292577744
-65,217.0585623383522
-64,217.10119968652725
-63,217.14524549245834
-62,217.1897212266922
-61,217.2333036661148
-60,217.27464789152145
