shift,pair_00,pair_01,pair_02,pair_03,pair_04,pair_05,pair_06,pair_07,pair_08,pair_09,pair_10,pair_11,pair_12
-170,217.97731494903564,215.96411848068237,217.37682861089706,216.14144641160965,216.73905956745148,215.31379824876785,218.34928900003433,215.3667026758194,217.1612776517868,215.90319246053696,215.65237772464752,215.39646172523499,214.43196511268616
-169,217.96162712574005,215.935879945755,217.36915922164917,216.15231919288635,216.71611958742142,215.2761548757553,218.30828803777695,215.31019979715347,217.1152881383896,215.8597617149353,215.6263226866722,215.400672852993,214.4355946779251
-168,217.94262290000916,215.90949070453644,217.3576202392578,216.16329050064087,216.70181548595428,215.24832278490067,218.2701063156128,215.2594136595726,217.07330244779587,215.81009858846664,215.6082593202591,215.40275633335114,214.4409402012825
-167,217.92136627435684,215.88817059993744,217.34275209903717,216.17368978261948,216.69525349140167,215.22701132297516,218.23441338539124,215.21575725078583,217.03491699695587,215.75404715538025,215.59851586818695,215.40381610393524,214.44430166482925
-166,217.89951241016388,215.8731997013092,217.32514262199402,216.18190908432007,216.69598656892776,215.20949184894562,218.20186918973923,215.18075895309448,217.00032430887222,215.69392102956772,215.59693503379822,215.4065597653389,214.44442921876907
-165,217.87721198797226,215.86544144153595,217.30547791719437,216.1871479153633,216.70298618078232,215.1936257481575,218.17282158136368,215.15485000610352,216.96870976686478,215.63140231370926,215.60204857587814,215.41310971975327,214.44065463542938
-164,217.8547062277794,215.86566150188446,217.2857996225357,216.18967300653458,216.71419668197632,215.17735463380814,218.14778435230255,215.13764882087708,216.93991881608963,215.56822210550308,215.61282402276993,215.4224198460579,214.43218290805817
-163,217.83288103342056,215.8720059990883,217.26660507917404,216.18847995996475,216.72792220115662,215.1599162220955,218.12725865840912,215.12842845916748,216.91409868001938,215.50613522529602,215.62974566221237,215.43224906921387,214.4186987876892
-162,217.81185632944107,215.88335585594177,217.24719297885895,216.1828534603119,216.74271869659424,215.14117604494095,218.11067855358124,215.12602019309998,216.89049857854843,215.44605243206024,215.65375924110413,215.43933814764023,214.40268689393997
-161,217.79124373197556,215.8985372185707,217.22756457328796,216.17220544815063,216.75719445943832,215.12138563394547,218.09794801473618,215.12886118888855,216.8680384159088,215.38816982507706,215.68467223644257,215.439895093441,214.38618743419647
-160,217.77032029628754,215.91687524318695,217.20773738622665,216.15644949674606,216.7696594595909,215.10187017917633,218.08957034349442,215.13487511873245,216.84603136777878,215.33475643396378,215.72193729877472,215.43162071704865,214.37055605649948
-159,217.74892002344131,215.937983751297,217.1875690817833,216.13718169927597,216.7789442539215,215.0836849808693,218.08541119098663,215.1417070031166,216.82600992918015,215.2878947854042,215.7641742825508,215.41299241781235,214.35701251029968
-158,217.72651886940002,215.96013247966766,217.16753333806992,216.11623519659042,216.78643918037415,215.06699174642563,218.08513832092285,215.1484386920929,216.8096569776535,215.24871855974197,215.81115740537643,215.38506031036377,214.34320241212845
-157,217.70329707860947,215.98210453987122,217.14876413345337,216.09389078617096,216.79337108135223,215.05147486925125,218.08894634246826,215.15336513519287,216.79781806468964,215.21848285198212,215.86183339357376,215.35071575641632,214.32563322782516
-156,217.67907840013504,216.00255113840103,217.13137525320053,216.07091373205185,216.80204719305038,215.03878062963486,218.0970493555069,215.15672147274017,216.79106783866882,215.19820100069046,215.91474622488022,215.31336164474487,214.3013688325882
