y_bin,"(1.596, 3.402]","(3.402, 4.246]","(4.246, 5.533]","(5.533, 7.631]","(7.631, 11.39]","(11.39, 18.68]","(18.68, 28.132]","(28.132, 59.955]"
"(11.485000000000001, 15.389]",0.7272727272727273,0.5714285714285714,0.7142857142857143,1.0,1.0,,,
"(15.389, 16.865]",1.0,1.0,0.5714285714285714,1.0,0.6666666666666666,,1.0,1.0
"(16.865, 17.417]",1.0,1.0,1.0,0.6666666666666666,1.0,,1.0,1.0
"(17.417, 17.964]",,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
"(17.964, 18.607]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(18.607, 19.205]",1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0
"(19.205, 20.664]",1.0,1.0,1.0,0.75,0.8888888888888888,1.0,1.0,
"(20.664, 42.842]",0.6666666666666666,0.75,1.0,1.0,1.0,1.0,,
