el_x1,el_x2,el_xc,el_y1,el_y2,el_yc,el_z1,el_z2,el_zc
-0.01958,-0.019845,-0.019845,0,0.0075,0,0,0,0
-0.01895,-0.019215,-0.019215,0,0.0075,0,0,0,0
-0.01832,-0.018585,-0.018585,0,0.0075,0,0,0,0
-0.01769,-0.017955,-0.017955,0,0.0075,0,0,0,0
-0.01706,-0.017325,-0.017325,0,0.0075,0,0,0,0
-0.01643,-0.016695,-0.016695,0,0.0075,0,0,0,0
-0.0158,-0.016065,-0.016065,0,0.0075,0,0,0,0
-0.01517,-0.015435,-0.015435,0,0.0075,0,0,0,0
-0.01454,-0.014805,-0.014805,0,0.0075,0,0,0,0
-0.01391,-0.014175,-0.014175,0,0.0075,0,0,0,0
-0.01328,-0.013545,-0.013545,0,0.0075,0,0,0,0
-0.01265,-0.012915,-0.012915,0,0.0075,0,0,0,0
-0.01202,-0.012285,-0.012285,0,0.0075,0,0,0,0
-0.01139,-0.011655,-0.011655,0,0.0075,0,0,0,0
-0.01076,-0.011025,-0.011025,0,0.0075,0,0,0,0
-0.01013,-0.010395,-0.010395,0,0.0075,0,0,0,0
-0.0095,-0.009765,-0.009765,0,0.0075,0,0,0,0
-0.00887,-0.009135,-0.009135,0,0.0075,0,0,0,0
-0.00824,-0.008505,-0.008505,0,0.0075,0,0,0,0
-0.00761,-0.007875,-0.007875,0,0.0075,0,0,0,0
-0.00698,-0.007245,-0.007245,0,0.0075,0,0,0,0
-0.00635,-0.006615,-0.006615,0,0.0075,0,0,0,0
-0.00572,-0.005985,-0.005985,0,0.0075,0,0,0,0
-0.00509,-0.005355,-0.005355,0,0.0075,0,0,0,0
-0.00446,-0.004725,-0.004725,0,0.0075,0,0,0,0
-0.00383,-0.004095,-0.004095,0,0.0075,0,0,0,0
-0.0032,-0.003465,-0.003465,0,0.0075,0,0,0,0
-0.00257,-0.002835,-0.002835,0,0.0075,0,0,0,0
-0.00194,-0.002205,-0.002205,0,0.0075,0,0,0,0
-0.00131,-0.001575,-0.001575,0,0.0075,0,0,0,0
-0.00068,-0.000945,-0.000945,0,0.0075,0,0,0,0
-5e-05,-0.000315,-0.000315,0,0.0075,0,0,0,0
0.00058,0.000315,0.000315,0,0.0075,0,0,0,0
0.00121,0.000945,0.000945,0,0.0075,0,0,0,0
0.00184,0.001575,0.001575,0,0.0075,0,0,0,0
0.00247,0.002205,0.002205,0,0.0075,0,0,0,0
0.0031,0.002835,0.002835,0,0.0075,0,0,0,0
0.00373,0.003465,0.003465,0,0.0075,0,0,0,0
0.00436,0.004095,0.004095,0,0.0075,0,0,0,0
0.00499,0.004725,0.004725,0,0.0075,0,0,0,0
0.00562,0.005355,0.005355,0,0.0075,0,0,0,0
0.00625,0.005985,0.005985,0,0.0075,0,0,0,0
0.00688,0.006615,0.006615,0,0.0075,0,0,0,0
0.00751,0.007245,0.007245,0,0.0075,0,0,0,0
0.00814,0.007875,0.007875,0,0.0075,0,0,0,0
0.00877,0.008505,0.008505,0,0.0075,0,0,0,0
0.0094,0.009135,0.009135,0,0.0075,0,0,0,0
0.01003,0.009765,0.009765,0,0.0075,0,0,0,0
0.01066,0.010395,0.010395,0,0.0075,0,0,0,0
0.01129,0.011025,0.011025,0,0.0075,0,0,0,0
0.01192,0.011655,0.011655,0,0.0075,0,0,0,0
0.01255,0.012285,0.012285,0,0.0075,0,0,0,0
0.01318,0.012915,0.012915,0,0.0075,0,0,0,0
0.01381,0.013545,0.013545,0,0.0075,0,0,0,0
0.01444,0.014175,0.014175,0,0.0075,0,0,0,0
0.01507,0.014805,0.014805,0,0.0075,0,0,0,0
0.0157,0.015435,0.015435,0,0.0075,0,0,0,0
0.01633,0.016065,0.016065,0,0.0075,0,0,0,0
0.01696,0.016695,0.016695,0,0.0075,0,0,0,0
0.01759,0.017325,0.017325,0,0.0075,0,0,0,0
0.01822,0.017955,0.017955,0,0.0075,0,0,0,0
0.01885,0.018585,0.018585,0,0.0075,0,0,0,0
0.01948,0.019215,0.019215,0,0.0075,0,0,0,0
0.02011,0.019845,0.019845,0,0.0075,0,0,0,0
