y_bin,"(1.596, 3.882]","(3.882, 5.793]","(5.793, 9.802]","(9.802, 21.55]","(21.55, 59.955]"
"(3.386, 4.364]",0.26666666666666666,0.18181818181818182,0.14285714285714285,0.25,1.0
"(4.364, 4.671]",0.6,0.2222222222222222,0.0,0.8,0.8928571428571429
"(4.671, 4.88]",0.6,0.42857142857142855,0.6153846153846154,0.7647058823529411,0.625
"(4.88, 5.182]",0.6666666666666666,0.625,0.6363636363636364,0.7142857142857143,1.0
"(5.182, 7.582]",0.47058823529411764,0.6,0.375,0.3333333333333333,
