y_bin,"(0.999, 1.001]","(1.001, 1.002]","(1.002, 1.003]","(1.003, 1.006]","(1.006, 1.014]"
"(3.386, 4.364]",0.2222222222222222,0.4,0.08333333333333333,0.2,0.9333333333333333
"(4.364, 4.671]",0.5,0.25,0.3333333333333333,0.5714285714285714,0.8928571428571429
"(4.671, 4.88]",0.75,0.7,0.3076923076923077,1.0,0.2857142857142857
"(4.88, 5.182]",0.7777777777777778,0.7,0.2,0.85,1.0
"(5.182, 7.582]",0.56,0.6666666666666666,0.16666666666666666,0.0,
