y_bin,"(0.999, 1.001]","(1.001, 1.002]","(1.002, 1.003]","(1.003, 1.006]","(1.006, 1.014]"
"(11.485000000000001, 16.506]",0.2727272727272727,0.42105263157894735,0.14285714285714285,0.16666666666666666,
"(16.506, 17.496]",1.0,0.4,0.2,1.0,0.9696969696969697
"(17.496, 18.491]",0.0,0.75,0.4,0.9333333333333333,0.6
"(18.491, 19.451]",0.6923076923076923,0.7142857142857143,0.0,0.9047619047619048,0.5
"(19.451, 42.842]",0.6190476190476191,0.6,0.21428571428571427,0.4,
