y_bin,"(1.596, 3.882]","(3.882, 5.848]","(5.848, 9.991]","(9.991, 21.601]","(21.601, 59.955]"
"(11.485000000000001, 16.506]",0.3333333333333333,0.3333333333333333,0.0,0.5,
"(16.506, 17.496]",0.8,0.0,0.6,1.0,0.9696969696969697
"(17.496, 18.491]",0.5,0.5,0.625,0.7777777777777778,0.6666666666666666
"(18.491, 19.451]",0.5555555555555556,0.75,0.6666666666666666,0.7142857142857143,1.0
"(19.451, 42.842]",0.5,0.6,0.3888888888888889,0.5,
